Name,starName,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
Kepler-432 b,Kepler-432,0,52.50097,0.3034,12.554,1547.77,4850,4.16,848.023
Kepler-432 b,Kepler-432,0,52.50113,0.3025,12.834,182.75225,4995,4.12,848.023
Kepler-433 b,Kepler-433,0,5.3340838,0.0678,16.253,893.1023,6340,2.26,1878.31
Kepler-433 b,Kepler-433,0,5.33408384,0.0679,16.25,896.24,6360,2.26,1878.31
Kepler-434 b,Kepler-434,0,12.8747099,0.1142,12.666,947.1334,5970,1.38,1222.54
Kepler-434 b,Kepler-434,0,12.8747099,0.1143,12.67,908.96,5977,1.38,1222.54
Kepler-435 b,Kepler-435,0,8.6001536,0.0949,22.306,270.1555,6090,3.21,1418.77
Kepler-435 b,Kepler-435,0,8.6001536,0.0948,22.31,266.97,6161,3.21,1418.77
Kepler-44 b,Kepler-44,0,3.246722,0.0457,13.451,327.3649,5757,1.46,1188
Kepler-44 b,Kepler-44,0,3.24674,0.0455,13.9,324.17,5757,1.52,1188
Kepler-44 b,Kepler-44,0,3.2467293,0.0446,12.22,317.82,5800,1.35,1188
Kepler-44 b,Kepler-44,0,3.2467293,0.0446,12.218,311.79123,5800,1.35,1188
Kepler-447 b,Kepler-447,0,7.79430132,0.0769,18.49,435.41,5493,1.05,268.041
Kepler-45 b,Kepler-45,0,2.45524122,0.02954,11.198,158.915,3820,0.54,381.949
Kepler-45 b,Kepler-45,0,2.4552339,0.02987,10.761,153.82972,3820,0.55,381.949
Kepler-45 b,Kepler-45,0,2.455239,0.03,10.76,160.497,3820,0.55,381.949
Kepler-453 b,Kepler-453,0,240.503,0.7903,6.204,16,5527,0.83,442.846
Kepler-454 b,Kepler-454,0,10.57375339,0.0954,2.37,6.84,5701,1.07,230.869
Kepler-46 b,Kepler-46,0,33.60134,0.1968,9.057,1907,5155,0.94,777.06
Kepler-46 b,Kepler-46,0,33.648,0.1971,9.079,281.27955,5155,0.94,777.06
Kepler-47 b,Kepler-47,0,49.532,0.2962,3.03,636,5636,0.96,1025.02
Kepler-47 c,Kepler-47,0,303.137,0.991,4.62,8899,5636,0.96,1025.02
Kepler-5 b,Kepler-5,0,3.5484657,0.0538,15.984,670.93913,6297,1.79,899.777
Kepler-5 b,Kepler-5,0,3.5484625,0.05071,16.04,675.70658,6297,1.79,899.777
Kepler-5 b,Kepler-5,0,3.548469,0.04967,13.563,648.3732,6297,1.54,899.777
Kepler-5 b,Kepler-5,0,3.54846,0.05064,16.04,671.864,6297,1.79,899.777
Kepler-51 b,Kepler-51,0,45.154,0.2514,7.1,2.1,6018,0.94,783.831
Kepler-51 c,Kepler-51,0,85.312,0.384,9,4,6018,0.94,783.831
Kepler-51 d,Kepler-51,0,130.194,0.509,9.7,7.6,6018,0.94,783.831
Kepler-538 b,Kepler-538,0,81.73778,0.4669,2.215,10.6,5547,0.87,155.956
Kepler-539 b,Kepler-539,0,125.63243,0.4988,8.373,308.2951,5820,0.95,307.318
Kepler-56 b,Kepler-56,0,10.5016,0.1028,6.51,22.1,4840,4.23,912.994
Kepler-56 c,Kepler-56,0,21.40239,0.1652,9.8,181,4840,4.23,912.994
Kepler-6 b,Kepler-6,0,3.2346996,0.04852,14.617,212.31044,5647,1.39,587.039
Kepler-6 b,Kepler-6,0,3.234702,0.04438,13.103,201.18639,5647,1.26,587.039
Kepler-6 b,Kepler-6,0,3.234723,0.04567,14.83,212.619,5647,1.39,587.039
Kepler-6 b,Kepler-6,0,3.2346994,0.04448,13.103,205.63601,5647,1.26,587.039
Kepler-62 b,Kepler-62,0,5.714932,0.0553,1.31,9,4925,0.64,300.874
Kepler-62 c,Kepler-62,0,12.4417,0.0929,0.54,4,4925,0.64,300.874
Kepler-62 d,Kepler-62,0,18.16406,0.12,1.95,14,4925,0.64,300.874
Kepler-62 e,Kepler-62,0,122.3874,0.427,1.61,36,4925,0.64,300.874
Kepler-62 f,Kepler-62,0,267.291,0.718,1.41,35,4925,0.64,300.874
Kepler-63 b,Kepler-63,0,9.4341505,0.08,6.11,120,5576,0.9,194.033
Kepler-68 b,Kepler-68,0,5.398763,0.0617,2.31,8.3,5793,1.24,144.166
Kepler-68 c,Kepler-68,0,9.605085,0.09059,0.953,4.8,5793,1.24,144.166
Kepler-7 b,Kepler-7,0,4.8854922,0.06324,18.484,143.97699,5933,2.03,922.562
Kepler-7 b,Kepler-7,0,4.8854892,0.06067,18.181,140.16303,5933,1.97,922.562
Kepler-7 b,Kepler-7,0,4.885525,0.06224,16.567,137.615,5933,1.84,922.562
Kepler-7 b,Kepler-7,0,4.8854948,0.0613,17.957,135.07775,5933,1.97,922.562
Kepler-7 b,Kepler-7,0,4.8854886,0.0633,18.484,142.70567,5933,2.03,922.562
Kepler-74 b,Kepler-74,0,7.340711,0.07813,10.761,191.96932,6000,1.12,1177.55
Kepler-74 b,Kepler-74,0,7.340711,0.0781,10.76,200.22,6000,1.12,1177.55
Kepler-74 b,Kepler-74,0,7.340718,0.084,14.8,216.12,6050,1.51,1177.55
Kepler-75 b,Kepler-75,0,8.8849116,0.0817,11.769,3210.083,5200,0.89,835.356
Kepler-75 b,Kepler-75,0,8.884924,0.08,11.55,3146.4,5330,0.88,835.356
Kepler-75 b,Kepler-75,0,8.8849116,0.0818,11.77,3209.9,5200,0.89,835.356
Kepler-76 b,Kepler-76,0,1.5449287,0.0278,14.011,635.66,6409,1.32,822.96
Kepler-76 b,Kepler-76,0,1.5449298,0.0274,15.244,638.8383,6409,1.32,822.96
Kepler-77 b,Kepler-77,0,3.5787806,0.047,10.76,225.65,5668,0.99,639.411
Kepler-77 b,Kepler-77,0,3.57878087,0.04501,10.761,136.661,5520,0.99,639.411
Kepler-77 b,Kepler-77,0,3.57878087,0.04502,10.761,165.90726,5520,0.99,639.411
Kepler-79 b,Kepler-79,0,13.4845,0.117,3.47,10.9,6174,1.3,1020.72
Kepler-79 c,Kepler-79,0,27.4029,0.187,3.72,5.9,6174,1.3,1020.72
Kepler-79 d,Kepler-79,0,52.0902,0.287,7.16,6,6174,1.3,1020.72
Kepler-79 e,Kepler-79,0,81.0659,0.386,3.49,4.1,6174,1.3,1020.72
Kepler-8 b,Kepler-8,0,3.52254,0.0483,15.906,191.643,6213,1.49,1021.87
Kepler-8 b,Kepler-8,0,3.5225047,0.0485,15.48,187.5197,6213,1.5,1021.87
Kepler-8 b,Kepler-8,0,3.5224991,0.0474,15.872,187.5197,6213,1.49,1021.87
Kepler-8 b,Kepler-8,0,3.52249905,0.04835,15.906,177.9848,6210,1.49,1021.87
Kepler-80 b,Kepler-80,0,7.05246,0.0648,2.67,6.93,4540,0.68,369.451
Kepler-80 c,Kepler-80,0,9.52355,0.0792,2.74,6.74,4540,0.68,369.451
Kepler-80 d,Kepler-80,0,3.07222,0.0372,1.53,6.75,4540,0.68,369.451
Kepler-80 e,Kepler-80,0,4.64489,0.0491,1.6,4.13,4540,0.68,369.451
Kepler-87 b,Kepler-87,0,114.73635,0.481,13.49,324.2,5600,1.82,1232.9
Kepler-87 c,Kepler-87,0,191.2318,0.676,6.14,6.4,5600,1.82,1232.9
Kepler-9 b,Kepler-9,0,19.24,0.14,9.438,80.09,5754,1.05,628.257
Kepler-9 b,Kepler-9,0,19.23891,0.143,8.29,43.4,5774,0.96,628.257
Kepler-9 c,Kepler-9,0,38.91,0.225,9.225,54.347,5754,1.05,628.257
Kepler-9 c,Kepler-9,0,38.9853,0.227,8.08,29.9,5774,0.96,628.257
Kepler-91 b,Kepler-91,0,6.24658,0.0731,15.323,257.4423,4550,6.3,1294.69
Kepler-91 b,Kepler-91,0,6.24658,0.072,15.513,279.68,4550,6.3,1294.69
Kepler-93 b,Kepler-93,0,4.72673978,0.053,1.478,4.02,5655,0.92,95.9115
L 168-9 b,L 168-9,0,1.4015,0.02091,1.39,4.6,3800,0.6,25.1496
L 98-59 b,L 98-59,0,2.2531,0.02282,0.8,1.01,3412,0.31,10.6194
L 98-59 b,L 98-59,0,2.2531136,0.02191,0.85,0.4,3415,0.3,10.6194
L 98-59 c,L 98-59,0,3.6906777,0.0304,1.385,2.22,3415,0.3,10.6194
L 98-59 c,L 98-59,0,3.6904,0.0317,1.35,2.42,3412,0.31,10.6194
L 98-59 d,L 98-59,0,7.4507245,0.0486,1.521,1.94,3415,0.3,10.6194
L 98-59 d,L 98-59,0,7.4512,0.0506,1.57,2.31,3412,0.31,10.6194
LHS 1140 b,LHS 1140,0,24.73694,0.0957,1.635,6.38,2988,0.21,14.9861
LHS 1140 b,LHS 1140,0,24.736959,0.0936,1.727,6.98,3216,0.21,14.9861
LHS 1140 b,LHS 1140,0,24.73712,0.0875,1.43,6.65,3131,0.19,14.9861
LHS 1140 c,LHS 1140,0,3.77792,0.02734,1.169,1.76,2988,0.21,14.9861
LHS 1140 c,LHS 1140,0,3.777931,0.02675,1.282,1.81,3216,0.21,14.9861
LHS 1478 b,LHS 1478,0,1.9495378,0.01848,1.242,2.33,3381,0.25,18.2276
LHS 1678 b,LHS 1678,0,0.8602322,0.01251,0.696,0.35,3490,0.33,19.8782
LHS 1678 c,LHS 1678,0,3.694247,0.0331,0.982,1.4,3490,0.33,19.8782
LHS 1815 b,LHS 1815,0,3.81433,0.0404,1.088,8.7,3643,0.5,29.8424
LP 714-47 b,LP 714-47,0,4.052037,0.0417,4.7,30.8,3950,0.58,52.616
LTT 1445 A b,LTT 1445 A,0,5.3587657,0.03813,1.305,2.87,3340,0.27,6.86929
LTT 1445 A b,LTT 1445 A,0,5.35882,0.03807,1.38,2.2,3337,0.28,6.86929
LTT 1445 A c,LTT 1445 A,0,3.1239035,0.02661,1.147,1.54,3340,0.27,6.86929
LTT 3780 b,LTT 3780,0,0.768377,0.01203,1.35,2.34,3360,0.38,21.9814
LTT 3780 b,LTT 3780,0,0.768448,0.01211,1.332,2.62,3331,0.37,21.9814
LTT 3780 c,LTT 3780,0,12.2519,0.07673,2.3,8.6,3331,0.37,21.9814
LTT 3780 c,LTT 3780,0,12.252131,0.0762,2.42,6.29,3360,0.38,21.9814
LTT 9779 b,LTT 9779,0,0.792052,0.01679,4.72,29.32,5443,0.95,80.4373
Lupus-TR-3 b,Lupus-TR-3,0,3.91405,0.0464,9.976,257.431,5000,0.82,773.409
MASCARA-1 b,MASCARA-1,0,2.14878,0.043,16.814,1175.971,7554,2.1,182.273
MASCARA-4 b,MASCARA-4,0,2.82406,0.047,17.15,985.273,7800,1.92,170.696
NGTS-1 b,NGTS-1,0,2.647298,0.0326,14.908,258.07796,3916,0.57,218.121
NGTS-11 b,NGTS-11,0,35.45533,0.201,9.158,109.33352,5050,0.83,190.422
NGTS-12 b,NGTS-12,0,7.532806,0.0757,11.747,66.10864,5690,1.59,446.442
NGTS-13 b,NGTS-13,0,4.119027,0.0549,12.801,1538.2972,5819,1.79,647.595
NGTS-14 A b,NGTS-14 A,0,3.5357173,0.0403,4.977,29.24036,5187,0.84,322.148
NGTS-15 b,NGTS-15,0,3.27623,0.0441,12.33,238.68913,5600,0.95,786.485
NGTS-16 b,NGTS-16,0,4.84532,0.0523,14.572,211.99155,5550,1.21,898.168
NGTS-17 b,NGTS-17,0,3.24253,0.0391,13.899,242.8209,5650,1.34,1040.28
NGTS-18 b,NGTS-18,0,3.05125,0.0448,13.563,129.99182,5610,1.39,1096.19
NGTS-2 b,NGTS-2,0,4.511164,0.063,17.878,235.1942,6478,1.7,356.391
NGTS-20 b,NGTS-20,0,54.18915,0.313,11.994,947.12865,5980,1.78,382.898
NGTS-3 A b,NGTS-3 A,0,1.6753728,0.023,16.589,756.4354,5600,0.93,743.972
NGTS-4 b,NGTS-4,0,1.3373508,0.019,3.18,20.6,5143,0.84,280.555
NGTS-5 b,NGTS-5,0,3.3569866,0.0382,12.733,72.78307,4987,0.74,306.779
NGTS-6 b,NGTS-6,0,0.882059,0.01677,14.863,425.57437,4730,0.75,308.262
NGTS-8 b,NGTS-8,0,2.4997,0.035,12.218,295.5819,5241,0.98,428.976
NGTS-9 b,NGTS-9,0,4.43527,0.058,11.994,921.707,6330,1.38,609.128
OGLE-TR-10 b,OGLE-TR-10,0,3.101278,0.0434,14.011,197.046,5950,1.17,1344.97
OGLE-TR-10 b,OGLE-TR-10,0,3.101278,0.0435,14.011,359.1479,5950,1.17,1344.97
OGLE-TR-10 b,OGLE-TR-10,0,3.101386,0.04162,13.899,181.1631,5750,1,1344.97
OGLE-TR-10 b,OGLE-TR-10,0,3.101278,0.04516,19.279,216.1244,6075,1.52,1344.97
OGLE-TR-111 b,OGLE-TR-111,0,4.0144479,0.04651,12.072,171.6282,5044,0.84,1068.33
OGLE-TR-111 b,OGLE-TR-111,0,4.0161,0.047,11.209,168.4499,5070,0.85,1068.33
OGLE-TR-111 b,OGLE-TR-111,0,4.0161,0.04689,11.781,174.799,5040,0.83,1068.33
OGLE-TR-111 b,OGLE-TR-111,0,4.0144477,0.04689,11.781,247.9074,5040,0.83,1068.33
OGLE-TR-111 b,OGLE-TR-111,0,4.0144477,0.04676,11.332,174.8065,5044,0.82,1068.33
OGLE-TR-113 b,OGLE-TR-113,0,1.43247425,0.02265,12.195,390.9309,4790,0.77,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.4324757,0.02278,12.453,394.1092,4804,0.78,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.4325,0.0228,12.106,429.0705,4752,0.77,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.4324758,0.02299,12.218,343.2564,4800,0.78,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.4324757,0.0229,12.218,419.5356,4750,0.77,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.43247425,0.0229,12.251,432.2488,4790,0.77,566.459
OGLE-TR-113 b,OGLE-TR-113,0,1.4324752,0.02289,12.251,400.449,4790,0.77,566.459
OGLE-TR-132 b,OGLE-TR-132,0,1.68965,0.0306,12.89,320.99,6411,1.41,2012.62
OGLE-TR-132 b,OGLE-TR-132,0,1.689868,0.03029,14.011,371.8611,6210,1.37,2012.62
OGLE-TR-132 b,OGLE-TR-132,0,1.68986531,0.03026,13.776,371.8611,6210,1.34,2012.62
OGLE-TR-132 b,OGLE-TR-132,0,1.689868,0.03035,13.45,375.02,6210,1.32,2012.62
OGLE-TR-132 b,OGLE-TR-132,0,1.68986531,0.03036,13.451,858.141,6210,1.32,2012.62
OGLE-TR-182 b,OGLE-TR-182,0,3.9791,0.05205,16.477,336.8998,5924,1.53,2501.75
OGLE-TR-182 b,OGLE-TR-182,0,3.9791,0.051,12.666,320.995,5924,1.14,2501.75
OGLE-TR-182 b,OGLE-TR-182,0,3.9791,0.05205,16.477,340.0781,5924,1.53,2501.75
OGLE-TR-211 b,OGLE-TR-211,0,3.67724,0.051,15.244,327.351,6325,1.64,1515.26
OGLE-TR-211 b,OGLE-TR-211,0,3.67724,0.05105,14.146,238.3725,6325,1.56,1515.26
OGLE-TR-211 b,OGLE-TR-211,0,3.67724,0.05106,14.146,216.1244,6325,1.56,1515.26
OGLE2-TR-L9 b,OGLE2-TR-L9,0,2.485533,0.0404,18.091,1379.3822,6933,1.5,1627.63
OGLE2-TR-L9 b,OGLE2-TR-L9,0,2.4855335,0.0308,18.046,1430.175,6933,1.53,1627.63
OGLE2-TR-L9 b,OGLE2-TR-L9,0,2.48553417,0.04047,18.304,1398.452,6933,1.5,1627.63
PDS 70 b,PDS 70,0,43500,22,14.572,2542.64,3972,1.26,113.064
PH1 b,PH1,0,138.317,0.652,6.18,169,6407,1.73,1033.16
POTS-1 b,POTS-1,0,3.1606296,0.03734,10.548,734.16,4400,0.59,747.959
Qatar-1 b,Qatar-1,0,1.42002504,0.02343,13.227,422.7139,4910,0.8,185.615
Qatar-1 b,Qatar-1,0,1.42002504,0.02343,13.227,419.85343,4910,0.8,185.615
Qatar-1 b,Qatar-1,0,1.420033,0.02343,13.047,346.42,4861,0.82,185.615
Qatar-1 b,Qatar-1,0,1.42002586,0.02313,12.801,410.95419,4910,0.8,185.615
Qatar-1 b,Qatar-1,0,1.4200242,0.02332,12.812,411.27202,5013,0.8,185.615
Qatar-10 b,Qatar-10,0,1.645321,0.0286,17.295,233.92288,6124,1.25,559.068
Qatar-2 b,Qatar-2,0,1.33711655,0.0216,12.89,826.358,4645,0.71,181.374
Qatar-2 b,Qatar-2,0,1.33711647,0.02153,14.056,785.0401,4645,0.78,181.374
Qatar-2 b,Qatar-2,0,1.33711647,0.02153,14.056,792.635,4645,0.78,181.374
Qatar-2 b,Qatar-2,0,1.3371182,0.02149,12.823,790.41,4645,0.71,181.374
Qatar-3 b,Qatar-3,0,2.5079204,0.03783,12.285,1369.8473,6007,1.27,735.601
Qatar-4 b,Qatar-4,0,1.8053564,0.02803,12.722,1938.763,5215,0.85,329.036
Qatar-5 b,Qatar-5,0,2.8792319,0.04127,12.408,1373.0256,5747,1.08,367.658
Qatar-6 b,Qatar-6,0,3.506195,0.0423,11.904,212.31044,5052,0.72,100.848
Qatar-7 b,Qatar-7,0,2.032046,0.0352,19.055,597.5204,6387,1.56,705.981
Qatar-8 b,Qatar-8,0,3.71495,0.0474,14.404,117.91493,5738,1.31,281.498
Qatar-9 b,Qatar-9,0,1.540731,0.0234,11.31,378.2177,4309,0.7,213.771
TIC 172900988 b,TIC 172900988 Aa,0,200.452,0.90281,11.25,942,6050,1.38,250.956
TIC 172900988 b,TIC 172900988 Aa,0,193.965,0.88328,11.3,837,6050,1.38,250.956
TIC 172900988 b,TIC 172900988 Aa,0,204.046,0.91359,11.27,981.3,6050,1.38,250.956
TIC 172900988 b,TIC 172900988 Aa,0,190.375,0.87235,11.15,845.7,6050,1.38,250.956
TIC 172900988 b,TIC 172900988 Aa,0,198.856,0.89809,11.2,869.7,6050,1.38,250.956
TIC 172900988 b,TIC 172900988 Aa,0,188.835,0.86762,11.24,823.9,6050,1.38,250.956
TIC 237913194 b,TIC 237913194,0,15.168865,0.1207,12.52,617.22586,5788,1.09,306.063
TOI-1062 b,TOI-1062,0,4.11296,0.052,2.265,10.15,5328,0.84,82.1733
TOI-1064 b,TOI-1064,0,6.443868,0.06152,2.587,13.5,4734,0.73,68.0726
TOI-1064 c,TOI-1064,0,12.226574,0.09429,2.651,2.5,4734,0.73,68.0726
TOI-1107 b,TOI-1107,0,4.0782387,0.0561,14.572,1064.72516,6311,1.81,281.314
TOI-1130 c,TOI-1130,0,8.350381,0.07098,16.814,309.56642,4250,0.69,58.2609
TOI-1201 b,TOI-1201,0,2.4919863,0.0287,2.415,6.28,3476,0.51,37.8871
TOI-1231 b,TOI-1231,0,24.245586,0.1288,3.65,15.4,3553,0.48,27.6227
TOI-1235 b,TOI-1235,0,3.444729,0.03845,1.738,6.91,3872,0.63,39.6345
TOI-1235 b,TOI-1235,0,3.444717,0.03826,1.694,5.9,3997,0.62,39.6345
TOI-1246 b,TOI-1246,0,4.30744,0.049,3.01,8.1,5151,0.86,169.422
TOI-1246 c,TOI-1246,0,5.904144,0.061,2.51,8.8,5151,0.86,169.422
TOI-1246 d,TOI-1246,0,18.6559,0.131,3.51,5.3,5151,0.86,169.422
TOI-1246 e,TOI-1246,0,37.9216,0.211,3.78,14.8,5151,0.86,169.422
TOI-125 b,TOI-125,0,4.65382,0.05186,2.726,9.5,5320,0.85,111.059
TOI-125 c,TOI-125,0,9.15059,0.0814,2.759,6.63,5320,0.85,111.059
TOI-125 d,TOI-125,0,19.98,0.137,2.93,13.6,5320,0.85,111.059
TOI-1259 A b,TOI-1259 A,0,3.477978,0.0407,11.456,140.16233,4775,0.71,118.106
TOI-1260 b,TOI-1260,0,3.12748,0.0366,2.34,8.6,4227,0.65,73.5977
TOI-1260 c,TOI-1260,0,7.49325,0.0656,2.82,11.8,4227,0.65,73.5977
TOI-1266 b,TOI-1266,0,10.894843,0.0736,2.37,13.5,3600,0.42,36.0118
TOI-1266 b,TOI-1266,0,10.894879,0.0745,2.458,15.9,3573,0.42,36.0118
TOI-1266 c,TOI-1266,0,18.80151,0.1058,1.56,2.2,3600,0.42,36.0118
TOI-1266 c,TOI-1266,0,18.80152,0.1037,1.673,6.4,3573,0.42,36.0118
TOI-1268 b,TOI-1268,0,8.1577094,0.0711,9.1,96.4,5300,0.92,109.557
TOI-1272 b,TOI-1272,0,3.31599,0.0412,4.14,24.6,4985,0.79,137.572
TOI-1278 b,TOI-1278,0,14.47567,0.095,12.218,5879.82553,3799,0.57,75.5759
TOI-1296 b,TOI-1296,0,3.9443715,0.0497,13.798,94.71287,5603,1.66,323.265
TOI-1298 b,TOI-1298,0,4.537164,0.059,9.427,113.14691,5889,1.41,319.036
TOI-132 b,TOI-132,0,2.1097019,0.026,3.42,22.4,5397,0.9,163.678
TOI-1333 b,TOI-1333,0,4.720219,0.0626,15.648,753.2571,6274,1.93,200.492
TOI-1338 b,TOI-1338,0,95.174,0.4607,6.85,33,6050,1.33,399.017
TOI-1422 b,TOI-1422,0,12.9972,0.108,3.96,9,5840,1.02,155.141
TOI-1431 b,TOI-1431,0,2.650237,0.046,16.701,991.62463,7690,1.92,148.925
TOI-1478 b,TOI-1478,0,10.180249,0.0903,11.882,270.47333,5597,1.05,152.892
TOI-150.01,TOI-150,0,5.857487,0.07037,14.067,797.7533,6255,1.53,336.267
TOI-150.01,TOI-150,0,5.857342,0.0583,15.468,556.2025,6003,1.55,336.267
TOI-1518 b,TOI-1518,0,1.902603,0.0389,21.017,731.00534,7300,1.95,225.888
TOI-157 b,TOI-157,0,2.0845435,0.03138,14.415,375.0394,5404,1.17,355.683
TOI-1601 b,TOI-1601,0,5.331751,0.06864,13.888,314.6517,5948,2.19,336.608
TOI-163 b,TOI-163,0,4.231306,0.058,16.69,387.7526,6495,1.65,411.719
TOI-1634 b,TOI-1634,0,0.989343,0.01545,1.79,4.91,3550,0.45,35.2736
TOI-1634 b,TOI-1634,0,0.9893436,0.0149,1.749,10.14,3472,0.45,35.2736
TOI-1670 b,TOI-1670,0,10.98462,0.103,2.06,41.31769,6170,1.32,168.067
TOI-1670 c,TOI-1670,0,40.74976,0.249,11.063,200.2319,6170,1.32,168.067
TOI-1685 b,TOI-1685,0,0.6691416,0.011557,1.459,3.43,3461,0.46,37.6153
TOI-169 b,TOI-169,0,2.2554477,0.03524,12.173,251.40353,5880,1.29,407.84
TOI-1696 b,TOI-1696,0,2.50031,0.0235,3.24,56.6,3168,0.29,64.9172
TOI-1696 b,TOI-1696,0,2.500311,0.0229,3.09,48.8,3185,0.28,64.9172
TOI-1710 b,TOI-1710,0,24.283429,0.16,5.34,28.3,5665,0.97,81.2271
